# in Mpc/h Units 
# (k P_nu(k))
# a= 0.223607
# nk = 757
0.020944 465.858
0.0296192 223.323
0.036276 129.605
0.0418879 84.4304
0.0468321 60.8642
0.051302 47.0913
0.0592384 31.5612
0.0628319 26.575
0.0662306 22.1302
0.0694632 19.1144
0.072552 16.7776
0.0755145 13.5368
0.0783651 11.7797
0.0837758 9.78159
0.0863541 7.81553
0.0888577 6.77489
0.0912926 6.21491
0.0936642 5.86611
0.0959772 4.89804
0.0982358 4.40957
0.102604 3.89811
0.10472 3.38925
0.106794 3.10558
0.108828 2.80763
0.112787 2.63393
0.114715 2.43017
0.118477 2.23077
0.120314 2.13966
0.122123 1.97509
0.123906 1.81406
0.125664 1.64211
0.127397 1.60616
0.129107 1.46801
0.132461 1.19449
0.134107 1.29805
0.135732 1.22394
0.137339 1.1542
0.138926 1.15199
0.140496 0.989723
0.142049 0.930152
0.145104 0.638649
0.146608 0.809803
0.148096 0.780804
0.14957 0.73894
0.151029 0.717112
0.152474 0.70223
0.153906 0.650143
0.15673 0.589546
0.158123 0.559647
0.159504 0.532056
0.160874 0.504999
0.163577 0.51299
0.164913 0.452709
0.167552 0.415355
0.168856 0.402485
0.170149 0.411241
0.171434 0.393256
0.172708 0.374805
0.173974 0.338266
0.17523 0.346792
0.177715 0.372105
0.178945 0.292918
0.180167 0.320016
0.18138 0.322882
0.182585 0.28081
0.183782 0.285833
0.184972 0.281415
0.187328 0.251288
0.188496 0.278661
0.190347 0.237996
0.191954 0.251007
0.193094 0.216013
0.194226 0.219891
0.196472 0.216575
0.197585 0.214881
0.199006 0.213277
0.201976 0.197613
0.203059 0.171139
0.205208 0.163912
0.206274 0.16957
0.207335 0.155336
0.20839 0.164276
0.210326 0.1526
0.211524 0.157854
0.213587 0.127681
0.214612 0.12574
0.215631 0.128967
0.216957 0.122346
0.218661 0.117564
0.219662 0.124126
0.223129 0.104159
0.224599 0.0988008
0.22618 0.105269
0.22751 0.10797
0.229429 0.0863626
0.230383 0.0967144
0.231604 0.0933983
0.23416 0.0845148
0.235095 0.0791514
0.236954 0.0856336
0.238108 0.0818388
0.239975 0.0793361
0.241537 0.0719674
0.242444 0.069128
0.244844 0.0674696
0.246417 0.063635
0.248401 0.0661643
0.249576 0.0587943
0.251327 0.054905
0.252777 0.0586082
0.254191 0.0599189
0.25601 0.0583732
0.258214 0.0496666
0.2594 0.050169
0.26075 0.041945
0.262904 0.0474719
0.265657 0.0450958
0.266722 0.0409203
0.268622 0.0412627
0.269844 0.0439361
0.271964 0.0399057
0.273543 0.0388008
0.275842 0.0350841
0.277853 0.0433793
0.279641 0.035485
0.28148 0.0373605
0.282936 0.0318154
0.285198 0.0339832
0.286404 0.0307998
0.288084 0.0299239
0.291553 0.027323
0.292736 0.0299872
0.294335 0.0270262
0.296659 0.0248413
0.298323 0.0235556
0.300394 0.023871
0.302928 0.0225663
0.304588 0.0228041
0.305974 0.0234528
0.308578 0.0212291
0.310884 0.0197833
0.312408 0.0185387
0.314799 0.0185783
0.317265 0.0194306
0.319597 0.0171221
0.320771 0.0162936
0.3227 0.0169424
0.32574 0.0163001
0.32795 0.0153534
0.330224 0.0150072
0.331726 0.0144761
0.333831 0.0139789
0.336246 0.0131954
0.338319 0.0129849
0.341157 0.012697
0.343593 0.0111781
0.346262 0.0107647
0.347842 0.0104674
0.350326 0.0111885
0.352828 0.00932404
0.354442 0.0092883
0.356776 0.00954418
0.359142 0.0090296
0.361681 0.00893959
0.363857 0.00880251
0.366441 0.00791125
0.368657 0.00823622
0.371486 0.00838328
0.374587 0.00689529
0.376839 0.00734424
0.379079 0.00737196
0.38178 0.00656155
0.384712 0.00604644
0.386663 0.00570361
0.389313 0.00595009
0.39167 0.00589607
0.394428 0.0057417
0.397811 0.00522205
0.400019 0.00576974
0.402781 0.00531967
0.405015 0.00510773
0.40766 0.00505587
0.410865 0.00444688
0.413244 0.00451833
0.416084 0.00422575
0.418986 0.00422511
0.421544 0.00397738
0.424534 0.00388826
0.42751 0.00334738
0.430034 0.00374721
0.432751 0.00356259
0.436344 0.00342992
0.438896 0.00328583
0.44171 0.00309026
0.444585 0.0028273
0.447784 0.00268469
0.45034 0.00263333
0.453413 0.00251106
0.456575 0.00232127
0.459787 0.00244202
0.462622 0.00228807
0.465862 0.00229252
0.468802 0.0021222
0.471915 0.00209285
0.475472 0.00200503
0.478779 0.00201242
0.481919 0.00193704
0.484939 0.00177993
0.488502 0.00177532
0.491034 0.00170222
0.494348 0.00154389
0.497688 0.00154185
0.500527 0.00159729
0.504331 0.00151349
0.507364 0.00142846
0.510774 0.00135021
0.514275 0.00129957
0.517978 0.00125598
0.521294 0.0011863
0.524822 0.00112562
0.527973 0.00110891
0.531698 0.00106087
0.535226 0.00103193
0.539103 0.00101888
0.543 0.000997438
0.546011 0.000920461
0.549827 0.000873244
0.55369 0.0008956
0.557166 0.000817632
0.560475 0.000850262
0.564609 0.000788679
0.56859 0.000782009
0.572441 0.000758808
0.5763 0.000702048
0.580121 0.000666313
0.583625 0.000676533
0.587525 0.000609114
0.591428 0.000605495
0.595301 0.000565129
0.599624 0.000566794
0.603294 0.000556108
0.60771 0.00051358
0.611568 0.000509499
0.615779 0.000486173
0.619303 0.000466513
0.623194 0.000448971
0.627636 0.000432907
0.631826 0.00042311
0.635971 0.000383469
0.64039 0.000402882
0.644956 0.000390191
0.649302 0.000363191
0.653461 0.000349258
0.657644 0.000335613
0.662026 0.000328331
0.666685 0.000309632
0.670916 0.000294985
0.675462 0.000283523
0.679703 0.000287426
0.684292 0.00026663
0.688927 0.000256233
0.693468 0.000237019
0.698026 0.000233831
0.702952 0.000234603
0.707372 0.000212307
0.712317 0.000212655
0.716936 0.000208491
0.721869 0.000205973
0.726964 0.000185767
0.73163 0.000175804
0.736224 0.00017466
0.74119 0.000173199
0.746118 0.000162686
0.751313 0.000156991
0.756133 0.000158391
0.761156 0.000146698
0.766095 0.000143477
0.771205 0.000134696
0.776456 0.000133907
0.781432 0.000124814
0.786733 0.000116933
0.791574 0.000120349
0.797255 0.00011337
0.802676 0.000109925
0.808005 0.000103391
0.813482 0.000101424
0.818759 9.92244e-05
0.824173 9.51671e-05
0.829708 9.18067e-05
0.834919 8.71761e-05
0.840568 8.29481e-05
0.846479 8.31952e-05
0.851948 7.69374e-05
0.857592 7.40857e-05
0.863369 7.20553e-05
0.869182 7.085e-05
0.874831 6.6995e-05
0.880682 6.56594e-05
0.886294 6.12833e-05
0.892352 5.9478e-05
0.898399 5.63096e-05
0.904229 5.66629e-05
0.910231 5.42362e-05
0.916513 5.02905e-05
0.922651 4.85365e-05
0.92895 4.76958e-05
0.935092 4.5811e-05
0.940995 4.45883e-05
0.947406 4.32835e-05
0.953652 4.0796e-05
0.960017 3.83674e-05
0.966595 3.85485e-05
0.972908 3.70197e-05
0.979222 3.49026e-05
0.985855 3.39798e-05
0.992666 3.37078e-05
0.998881 3.17564e-05
1.00551 3.05028e-05
1.01216 2.97828e-05
1.01908 2.79391e-05
1.02599 2.71115e-05
1.03271 2.62371e-05
1.03948 2.4796e-05
1.04641 2.46737e-05
1.05346 2.31934e-05
1.06036 2.21685e-05
1.0676 2.15337e-05
1.07471 2.07519e-05
1.08175 1.97692e-05
1.08895 1.91404e-05
1.09637 1.87468e-05
1.10369 1.79525e-05
1.11092 1.7431e-05
1.1181 1.67984e-05
1.12573 1.64297e-05
1.1332 1.53585e-05
1.14081 1.51289e-05
1.14829 1.41118e-05
1.15605 1.38581e-05
1.16374 1.3152e-05
1.1717 1.28105e-05
1.17935 1.2382e-05
1.18713 1.19566e-05
1.195 1.14361e-05
1.20281 1.09901e-05
1.21088 1.06706e-05
1.21904 1.00932e-05
1.22715 9.67596e-06
1.23533 9.65783e-06
1.24354 9.06104e-06
1.25174 8.77885e-06
1.26013 8.51661e-06
1.26845 8.12048e-06
1.27706 7.84267e-06
1.28545 7.5862e-06
1.29387 7.23367e-06
1.3027 7.13296e-06
1.31143 6.76324e-06
1.3202 6.4693e-06
1.32891 6.2349e-06
1.33775 6.03162e-06
1.34663 5.7726e-06
1.35548 5.59141e-06
1.3645 5.42251e-06
1.37362 5.16114e-06
1.38289 5.03066e-06
1.39214 4.78528e-06
1.40146 4.6394e-06
1.41076 4.46884e-06
1.42016 4.26656e-06
1.42955 4.17282e-06
1.43897 4.02159e-06
1.44856 3.84013e-06
1.45815 3.71352e-06
1.46783 3.56282e-06
1.47755 3.46073e-06
1.48753 3.22114e-06
1.4975 3.13815e-06
1.50759 3.04818e-06
1.51744 2.9978e-06
1.52762 2.8438e-06
1.53782 2.73304e-06
1.54798 2.64685e-06
1.55817 2.54623e-06
1.56867 2.43741e-06
1.579 2.38355e-06
1.58955 2.27508e-06
1.60018 2.1938e-06
1.61084 2.119e-06
1.62148 2.00116e-06
1.63242 1.94407e-06
1.64322 1.86848e-06
1.65411 1.79457e-06
1.66512 1.75184e-06
1.67627 1.66249e-06
1.68736 1.62502e-06
1.69863 1.55059e-06
1.70994 1.50064e-06
1.72135 1.45377e-06
1.73279 1.37916e-06
1.74428 1.33718e-06
1.75588 1.29677e-06
1.76756 1.24776e-06
1.77941 1.20352e-06
1.79124 1.14311e-06
1.80325 1.10372e-06
1.81507 1.0693e-06
1.82722 1.02271e-06
1.83948 9.96685e-07
1.85166 9.52369e-07
1.86408 9.16556e-07
1.87633 8.91503e-07
1.88886 8.54124e-07
1.90144 8.28582e-07
1.914 7.98006e-07
1.92679 7.57343e-07
1.93957 7.38851e-07
1.95256 7.07801e-07
1.96563 6.80117e-07
1.97869 6.49763e-07
1.99179 6.37252e-07
2.00509 6.1575e-07
2.01846 5.86462e-07
2.03193 5.66719e-07
2.04528 5.47317e-07
2.05892 5.25827e-07
2.07279 5.08919e-07
2.0865 4.85411e-07
2.10039 4.70928e-07
2.11443 4.54362e-07
2.12845 4.3686e-07
2.14263 4.21288e-07
2.15695 4.04195e-07
2.17119 3.92837e-07
2.18567 3.76568e-07
2.20036 3.61817e-07
2.21494 3.48943e-07
2.22958 3.37191e-07
2.24445 3.2486e-07
2.25936 3.12775e-07
2.27439 3.01919e-07
2.28969 2.89941e-07
2.30493 2.80568e-07
2.32027 2.70726e-07
2.33573 2.61332e-07
2.35122 2.49019e-07
2.3669 2.40748e-07
